arm,brand,cascade_order,cell,latency_ms,model_id,probe_text,recognized,resolved_version,response_text,slot,timestamp
B,Plymouth,3,D,2049,gpt-5.5-2026-04-23,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:58:01.119312+00:00
B,Plymouth,3,D,1022,gpt-5.4-mini-2026-03-17,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes,gpt_4o_mini,2026-06-05T18:58:02.141873+00:00
B,Plymouth,3,D,1127,gemini-3.5-flash,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes.,gemini_flash,2026-06-05T18:58:03.268596+00:00
B,Plymouth,3,D,634,gemini-3.1-flash-lite,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:58:03.903097+00:00
B,Mercury,4,D,2130,claude-opus-4-8,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,"Yes.

Mercury was a well-known American car brand owned by Ford Motor Company. It was founded in 1938 and positioned as a mid-level brand between Ford and Lincoln. M",claude_opus,2026-06-05T18:58:06.033180+00:00
B,Mercury,4,D,1264,claude-sonnet-4-6,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:58:07.296947+00:00
B,Mercury,4,D,2183,gpt-5.5-2026-04-23,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:58:09.480255+00:00
B,Mercury,4,D,624,gpt-5.4-mini-2026-03-17,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:58:10.104727+00:00
B,Mercury,4,D,1151,gemini-3.5-flash,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes,gemini_flash,2026-06-05T18:58:11.256263+00:00
B,Mercury,4,D,716,gemini-3.1-flash-lite,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:58:11.972403+00:00
B,Saturn,5,D,2765,claude-opus-4-8,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-8,"Yes.

Saturn was an American automobile brand owned by General Motors. It was established in 1985 and produced vehicles until 2009-2010, when the brand was discontinued following GM's restructu",claude_opus,2026-06-05T18:58:14.737843+00:00
B,Saturn,5,D,1339,claude-sonnet-4-6,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-6,Yes.,claude_sonnet,2026-06-05T18:58:16.077446+00:00
B,Saturn,5,D,2553,gpt-5.5-2026-04-23,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.5-2026-04-23,Yes,gpt_4o,2026-06-05T18:58:18.630670+00:00
B,Saturn,5,D,614,gpt-5.4-mini-2026-03-17,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gpt-5.4-mini-2026-03-17,Yes.,gpt_4o_mini,2026-06-05T18:58:19.244714+00:00
B,Saturn,5,D,1335,gemini-3.5-flash,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.5-flash,Yes.,gemini_flash,2026-06-05T18:58:20.580198+00:00
B,Saturn,5,D,517,gemini-3.1-flash-lite,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gemini-3.1-flash-lite,Yes.,gemini_flash_lite,2026-06-05T18:58:21.097776+00:00
