arm,brand,cascade_order,cell,latency_ms,model_id,probe_text,recognized,resolved_version,response_text,slot,timestamp
A,Plymouth,3,D,1948,claude-sonnet-4-5-20250929,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-5-20250929,Yes.,claude_sonnet,2026-06-05T18:50:19.504678+00:00
A,Plymouth,3,D,2423,gpt-4o-2024-11-20,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gpt-4o-2024-11-20,Yes.,gpt_4o,2026-06-05T18:50:21.928078+00:00
A,Plymouth,3,D,500,gpt-4o-mini-2024-07-18,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gpt-4o-mini-2024-07-18,Yes.,gpt_4o_mini,2026-06-05T18:50:22.427763+00:00
A,Plymouth,3,D,994,gemini-2.5-flash,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gemini-2.5-flash,Yes,gemini_flash,2026-06-05T18:50:23.422023+00:00
A,Plymouth,3,D,608,gemini-2.5-flash-lite,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,yes,gemini-2.5-flash-lite,Yes,gemini_flash_lite,2026-06-05T18:50:24.029830+00:00
A,Mercury,4,D,1315,claude-opus-4-5-20251101,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-5-20251101,Yes,claude_opus,2026-06-05T18:50:25.344605+00:00
A,Mercury,4,D,1147,claude-sonnet-4-5-20250929,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-5-20250929,Yes.,claude_sonnet,2026-06-05T18:50:26.491635+00:00
A,Mercury,4,D,694,gpt-4o-2024-11-20,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gpt-4o-2024-11-20,Yes.,gpt_4o,2026-06-05T18:50:27.185282+00:00
A,Mercury,4,D,437,gpt-4o-mini-2024-07-18,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gpt-4o-mini-2024-07-18,Yes.,gpt_4o_mini,2026-06-05T18:50:27.622598+00:00
A,Mercury,4,D,779,gemini-2.5-flash,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gemini-2.5-flash,Yes,gemini_flash,2026-06-05T18:50:28.401862+00:00
A,Mercury,4,D,340,gemini-2.5-flash-lite,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,yes,gemini-2.5-flash-lite,Yes,gemini_flash_lite,2026-06-05T18:50:28.741620+00:00
A,Saturn,5,D,1132,claude-opus-4-5-20251101,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,claude-opus-4-5-20251101,Yes,claude_opus,2026-06-05T18:50:29.873482+00:00
A,Saturn,5,D,1787,claude-sonnet-4-5-20250929,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,claude-sonnet-4-5-20250929,Yes.,claude_sonnet,2026-06-05T18:50:31.660824+00:00
A,Saturn,5,D,374,gpt-4o-2024-11-20,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gpt-4o-2024-11-20,Yes.,gpt_4o,2026-06-05T18:50:32.035292+00:00
A,Saturn,5,D,481,gpt-4o-mini-2024-07-18,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gpt-4o-mini-2024-07-18,Yes.,gpt_4o_mini,2026-06-05T18:50:32.516854+00:00
A,Saturn,5,D,826,gemini-2.5-flash,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gemini-2.5-flash,Yes,gemini_flash,2026-06-05T18:50:33.343164+00:00
A,Saturn,5,D,436,gemini-2.5-flash-lite,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,yes,gemini-2.5-flash-lite,Yes,gemini_flash_lite,2026-06-05T18:50:33.779105+00:00
